序号,品牌,最终判定,分类依据
1620,"格兰纳里奇（GlenAllachie）,吉拉（JURA）",待确认,中英混合
1621,伟彩（vcolor）,待确认,中英混合
1622,"蕾珂美,箴颜（ZIINYIIN）",待确认,中英混合
1623,"幽兰一品（THE ORCHID SKIN）,高丝（Kose）",待确认,中英混合
1624,"高丝（Kose）,水之印（AQUALABEL）",待确认,中英混合
1625,"Dariya,星洲",待确认,中英混合
1626,"喜宝（HiPP）,妙思乐（Mustela）",待确认,中英混合
1627,"TO&FOR,秀肤生（Cell Fusion C）",待确认,中英混合
1628,"无,ANTIO",待确认,中英混合
1629,"雪玲妃（Xuelinfe）,千贵合",待确认,中英混合
1630,"高丝（Kose）,PRICELINE",待确认,中英混合
1631,"巴哈,BEECHLER",待确认,中英混合
1632,"膜法世家,颐莲（RELLET）",待确认,中英混合
1633,"Dariya,马油（LOSHI）",待确认,中英混合
1634,"纺优美,柔丽（SOFTLAN）",待确认,中英混合
1635,"LORETTA,春雨（Papa recipe）",待确认,中英混合
1636,LAVAZZA,待确认,无法快速判断
1637,老瑶姜,待确认,中英混合
1638,"KEDAI KOPITIAM ORIENTAL KOPI,乐敦（ROHTO）",待确认,中英混合
1639,LABORTIS 1972,待确认,无法快速判断
1640,"KENTUCKY OWL,百世醇（BUSHMILLS）",待确认,中英混合
1641,未来（VAPE）,待确认,中英混合
1642,"碧唇（Blistex）,摩隆（MARO）",待确认,中英混合
1643,Teekanne,待确认,无法快速判断
1644,"LADY JAYNE,可瑞康（karicare）",待确认,中英混合
1645,CHOYA,真洋牌,短名
1646,"悠了优乐,SAUBOTA",待确认,中英混合
1647,"HARIO,孔雀（Peacock）",待确认,中英混合
1648,"艾藜儿,KUVIVE",待确认,中英混合
1649,"绿色溪谷,高丝（Kose）",待确认,中英混合
1650,"果本（gooben）,PUCO",待确认,中英混合
1651,"卓營方（YESNUTRI）,德国汉堡（Hamburg-B）",待确认,中英混合
1652,"优斐斯（uface）,PLIFT",待确认,中英混合
1653,"AG,Tondi",真洋牌,多品牌
1654,"水梦令,安婕抒",待确认,中英混合
1655,NULAD,真洋牌,短名
1656,"澳袋丽,FAZAU",待确认,中英混合
1657,"VOLCAN DE MI TIERRA,PADRE",真洋牌,多品牌
1658,"亚都（YADU）,PHTY",待确认,中英混合
1659,"SAGE,美诺（MIELE）",待确认,中英混合
1660,"D二次方（DSquared2）,AMIRI",待确认,中英混合
1661,"贝拉米（Bellamy's）,Hero Baby",待确认,中英混合
1662,Gc,真洋牌,短名
1663,"HABA,KENTUCKY OWL",真洋牌,多品牌
1664,"iCANDOR,AIRBUGGY",真洋牌,多品牌
1665,"Dariya,藤井源创",待确认,中英混合
1666,"UZU,FANBEAUTY",真洋牌,多品牌
1667,"GIMSIBLY,Flowerlure花间颂",待确认,中英混合
1668,"公仔炒面王,Tropical Fields",待确认,中英混合
1669,"GLYSOMED加素美,Nutella",待确认,中英混合
1670,"格兰纳里奇（GlenAllachie）,拉图嘉利",待确认,中英混合
1671,"BSAI,VIRTUE",真洋牌,多品牌
1672,"JAPANHOME,EZ COOK",真洋牌,多品牌
1673,"BABI,雅莎尔（yashaer）",待确认,中英混合
1674,"金鸟（KINCHO）,Farmstay",待确认,中英混合
1675,"red seal,SHEVEU",真洋牌,多品牌
1676,花绮（HACCI）,待确认,中英混合
1677,"波路梦（Bourbon）,POKKA SAPPORO",待确认,中英混合
1678,"其他家,JOLI",待确认,中英混合
1679,"康萃乐,mannings",待确认,中英混合
1680,"何濟公（C. K. HO）,撒隆巴斯（SALONPAS）",待确认,中英混合
1681,雅莉格丝（Elegance）,待确认,中英混合
1682,FAITH IN NATURE,待确认,无法快速判断
1683,PANPURI,待确认,无法快速判断
1684,"宝贝,华熙夸迪",待确认,中英混合
1685,"辛克宝贝（thinkbaby）,EFFERDENT",待确认,中英混合
1686,"莱文医生（Dr.LeWinn""s）,SKIN REPUBLIC",待确认,中英混合
1687,来发记,待确认,中英混合
1688,"美源（bigen）,KOWA",待确认,中英混合
1689,"SYUMON,ANTIO",真洋牌,多品牌
1690,"LISCN,FIDQIOG",真洋牌,多品牌
1691,YS,真洋牌,短名
1692,"S&C SCRET,优斐斯（uface）",待确认,中英混合
1693,卡慕（CAMUS）,待确认,中英混合
1694,New English Teas,待确认,无法快速判断
1695,春莺（Joriole）,待确认,中英混合
1696,皇家澳纽（ROYAL AUSNZ）,待确认,中英混合
1697,"喜宝（HiPP）,Desitin",待确认,中英混合
1698,芭乐雅（Baleya）,待确认,中英混合
1699,Le Ponnine,待确认,无法快速判断
1700,HEGEN,真洋牌,短名
1701,"Ianys,蜜诗肌（MISHIJI）",待确认,中英混合
1702,"ANTIO,catrice",真洋牌,多品牌
1703,"长白山人参 CBM GINSENG,赋皙",待确认,中英混合
1704,"Jack N' Jill,维蕾德（WELEDA）",待确认,中英混合
1705,"路易老爷（Louis Royer）,卡慕（CAMUS）",待确认,中英混合
1706,"无,高丝（Kose）",待确认,中英混合
1707,"FANOLA,SHEVEU",真洋牌,多品牌
1708,"喜宝（HiPP）,boiron",待确认,中英混合
1709,"FUMAKILLA,TO-PLAN",真洋牌,多品牌
1710,"德国世家（Dr.Hauschka）,钰创合成（UV）",待确认,中英混合
1711,"格兰纳里奇（GlenAllachie）,齐候门（Kilchoman）",待确认,中英混合
1712,"圣艾芙（S.IV）,VASELINE",待确认,中英混合
1713,"豪帅快活（JOSE CUERVO）,野格（Jagerneister）",待确认,中英混合
1714,"福来,艾珂薇（ACWELL）",待确认,中英混合
1715,"晶杰,圣艾芙（Stives）",待确认,中英混合
1716,BUDDATE发芽时光,待确认,中英混合
1717,"蓬莱泉,FANOLA",待确认,中英混合
1718,Le Petit Olivier,待确认,无法快速判断
1719,"SEE'S CANDIES,味霸",待确认,中英混合
1720,"声阔（SoundCore）,Levoit",待确认,中英混合
1721,"OMIEBOX,MODU'I",真洋牌,多品牌
1722,"无,SABORINO",待确认,中英混合
1723,"Brumate,WATERDROP",真洋牌,多品牌
1724,"阿彼芙（ABIB）,果达儿（goodal）",待确认,中英混合
1725,"雅莉格丝（Elegance）,SUQQU",待确认,中英混合
1726,英拉利（YILARLIE）,待确认,中英混合
1727,"一叶子 ONE LEAF,WIS",待确认,中英混合
1728,"牛乳石硷,资生堂专业美发（SHISEIDO PROFESSIONAL）",待确认,中英混合
1729,"艾珂薇（ACWELL）,卡蓓诺（CABELO）",待确认,中英混合
1730,"VETPLUS,INCELLDERM",真洋牌,多品牌
1731,"冰溪,发玛21",待确认,中英混合
1732,"C,D",真洋牌,多品牌
1733,"新生活,Alpha Hydrox",待确认,中英混合
1734,"高丝（Kose）,hoyu",待确认,中英混合
1735,"和光堂（Wakodo）,SUNSTAR",待确认,中英混合
1736,"狮王（LION）,钰创合成（UV）",待确认,中英混合
1737,比时咔,待确认,中英混合
1738,"欧仕派（OLD SPICE）,美国箭牌（Mane 'n Tail）",待确认,中英混合
1739,Biotta,待确认,无法快速判断
1740,CPBIO,真洋牌,短名
1741,ELEANOR,待确认,无法快速判断
1742,"巴哈,SUZUKI",待确认,中英混合
1743,清净海,待确认,中英混合
1744,"COCCINELLE,Phytopharma",真洋牌,多品牌
1745,Glysomed,待确认,无法快速判断
1746,HEALTREE,待确认,无法快速判断
1747,"瞳话,悠莱",待确认,中英混合
1748,"路易老爷（Louis Royer）,KWV",待确认,中英混合
1749,"富特尼（Old Pulterior）,法国廊酒",待确认,中英混合
1750,"C咖,蜜浓（MINON）",待确认,中英混合
1751,"藏（KURA）,珊珂",真洋牌,已知品牌
1752,"Kabrita,安怡 （Anlene）",待确认,中英混合
1753,"馥华诗（COURVOISIER）,TOMATIN",待确认,中英混合
1754,"贝娜婷（Penaten）,貝印",待确认,中英混合
1755,"金鸟（KINCHO）,SUNSTAR",待确认,中英混合
1756,"Blanco,Nunn Bush",真洋牌,已知品牌
1757,"堡林爵（Bollinger）,勒庞庄 LE PUY",待确认,中英混合
1758,"Refine,野口（Noguchi）",待确认,中英混合
1759,"马油（LOSHI）,QV",待确认,中英混合
1760,"GLASSHOUSE FRAGRANCES,高丝（Kose）",待确认,中英混合
1761,"无,厚健堂",待确认,中英混合
1762,"KJUS,GABBA",真洋牌,多品牌
1763,铂富（Breville）,待确认,中英混合
1764,"K9 Natural,NULO",真洋牌,多品牌
1765,Emami 7 Oils in One,待确认,无法快速判断
1766,"MT METATRON,KS",真洋牌,多品牌
1767,资生堂（SHISEIDO PROFESSIONAL）,待确认,中英混合
1768,"无,旺太太",待确认,中英混合
1769,"VANMATE,马油（LOSHI）",待确认,中英混合
1770,"欧敏肤,颐莲（RELLET）",待确认,中英混合
1771,"星嘉坡,星洲",待确认,中英混合
1772,"资生堂专业美发（SHISEIDO PROFESSIONAL）,卡彼",待确认,中英混合
1773,"deonatulle,吾诺（UNO）",待确认,中英混合
1774,安热沙（ANESSA）,待确认,中英混合
1775,"无,双莲",待确认,中英混合
1776,"颐莲（RELLET）,ALIVAYA",待确认,中英混合
1777,"无,RIMMEL",待确认,中英混合
1778,"虎修堂,香港中西大药房有限公司 香港 药 香港中西大药房",待确认,中英混合
1779,"KINU,Fissler",真洋牌,多品牌
1780,"玛丽黛佳,植美村",待确认,中英混合
1781,"宣致,新生命凝胶",待确认,中英混合
1782,Yuorom,待确认,无法快速判断
1783,"达格诺（Didier Dagueneau）,Battenfeld-Spanier",待确认,中英混合
1784,"无,Almay",待确认,中英混合
1785,MISORILIFE,待确认,无法快速判断
1786,Alteya,待确认,无法快速判断
1787,"Gnaw,闻绮（Venchi）",真洋牌,已知品牌
1788,Cinnamoroll,待确认,无法快速判断
1789,贝灵哲（Beringer）,待确认,中英混合
1790,OTHER/其他,待确认,中英混合
1791,"Merrick,K9 Natural",真洋牌,多品牌
1792,"和光堂（Wakodo）,Wisdom",待确认,中英混合
1793,"蚝湾（OYSTER BAY）,豪帅快活（JOSE CUERVO）",待确认,中英混合
1794,"凡士林,悦罗兰",待确认,中英混合
1795,"Wpc.,Blender Bottle",真洋牌,多品牌
1796,"日本叮叮,蛇牌（SNAKE BRAND）",待确认,中英混合
1797,"伦士度,日本叮叮",待确认,中英混合
1798,"LABORTIS 1972,CENTRAL LECHERA ASTURIANA",真洋牌,多品牌
1799,"Himalaya,雪尚肌",待确认,中英混合
1800,"和光堂（Wakodo）,辛克宝贝（thinkbaby）",待确认,中英混合
1801,"十四代,白州",待确认,中英混合
1802,"奥纯冠（Nature One Dairy）,Maxigenes",待确认,中英混合
1803,"SABORINO,ANTIO",真洋牌,多品牌
1804,"Iapetus,direia",真洋牌,多品牌
1805,"珀莱雅双抗,高丝（Kose）",待确认,中英混合
1806,"厚念,Ecotools",待确认,中英混合
1807,"原果U站,先跃",待确认,中英混合
1808,"ISDG,NATURELAN",真洋牌,多品牌
1809,"Simply Organic,NEXXUS",真洋牌,多品牌
1810,"Barsetto,摩飞电器（Morphyrichards）",待确认,中英混合
1811,"Bugle Boy,Montana West",真洋牌,多品牌
1812,"TEMPLE SPA,Dermaroller",真洋牌,多品牌
1813,"AG,UZU",真洋牌,多品牌
1814,"日立（HITACHI）,西哲（sezze）",待确认,中英混合
1815,"LORETTA,欧仕派（OLD SPICE）",待确认,中英混合
1816,"CHOYA,三得利Suntory",待确认,中英混合
1817,"晶杰,Bioblas",真洋牌,已知品牌
1818,"ning,伊贝诗纯净面膜（RIBECS）",待确认,中英混合
1819,Brighton,待确认,无法快速判断
1820,"Tfit,choosy",真洋牌,多品牌
1821,"Aqualan,Hero Baby",真洋牌,多品牌
1822,"花三岛,YOSHIKAWA",待确认,中英混合
1823,安速（ARS）,待确认,中英混合
1824,"UMAJI,INCELLDERM",真洋牌,多品牌
1825,UZUPRO,待确认,无法快速判断
1826,RE VIVE,待确认,无法快速判断
1827,YOUTHSECRET,待确认,无法快速判断
1828,格兰莫雷（Glen Moray）,待确认,中英混合
1829,INSTANT SMILE,待确认,无法快速判断
1830,"EFFERDENT,plackers",真洋牌,多品牌
1831,"维氏（VICTORINOX）,酷彩（Le Creuset）",待确认,中英混合
1832,"凌博士,百雀羚草本",待确认,中英混合
1833,TAMRAC,待确认,无法快速判断
1834,"MANIC PANIC,怀尔德",待确认,中英混合
1835,"迪朗贝斯（DELON）,貝印",待确认,中英混合
1836,"浮美,向妍",待确认,中英混合
1837,贵艾朗,待确认,中英混合
1838,"RNW,蜜丝婷（misiting）",待确认,中英混合
1839,"高丝（Kose）,潇洒（SELSUN）",真洋牌,已知品牌
1840,"倍得适（Playtex）,帮庭（bounty）",待确认,中英混合
1841,"CREED,明治(meiji)",待确认,中英混合
1842,"JOLI,UZU",真洋牌,多品牌
1843,T,真洋牌,短名
1844,"九州,FREQUENT",待确认,中英混合
1845,"柔丽（SOFTLAN）,东方宝石（Tesori D’oriente）",待确认,中英混合
1846,"WOPUKA,HISMILE",真洋牌,多品牌
1847,"小蓝瓶（TAKAMI）,PUNOMO",待确认,中英混合
1848,Blender Bottle,待确认,无法快速判断
1849,维氏（VICTORINOX）,待确认,中英混合
1850,"Nittaku,YASAKA",真洋牌,多品牌
1851,"拉薇（Lavera）,plackers",待确认,中英混合
1852,"艾天然（Attenir）,Dariya",待确认,中英混合
1853,"Rogaine,Dermaroller",真洋牌,多品牌
1854,"玫瑰庄园（Chateau Montrose）,SYRAZTIME",待确认,中英混合
1855,"无,无匠",待确认,中英混合
1856,和光堂（Wakodo）,待确认,中英混合
1857,"Sunshine,Dermaroller",真洋牌,多品牌
1858,"无,MOME",待确认,中英混合
1859,"珊珂,Nuilaa",待确认,中英混合
1860,"贝拉米（Bellamy's）,GROW GORGEOUS",待确认,中英混合
1861,"Le Ponnine,春莺（Joriole）",待确认,中英混合
1862,"金鸟（KINCHO）,和光堂（Wakodo）",待确认,中英混合
1863,奔富,待确认,中英混合
1864,Hommkesa,待确认,无法快速判断
1865,"珂莱欧（CLIO）,THREE",待确认,中英混合
1866,FROMNATURE ARLESHEIM,待确认,无法快速判断
1867,金剛,待确认,中英混合
1868,lhamour,待确认,无法快速判断
1869,"WOWJI,yohji yamamoto",真洋牌,多品牌
1870,"拜尔斯道夫（Hansaplast）,ARTIS",待确认,中英混合
1871,"无,悦舒荟",待确认,中英混合
1872,"黛尔珀（d'Alba）,雅莉格丝（Elegance）",待确认,中英混合
1873,"厚健堂,essence",待确认,中英混合
1874,"Degaba,书威",待确认,中英混合
1875,美赞臣蓝臻,待确认,中英混合
1876,"THREE,EBIS",真洋牌,多品牌
1877,"Durrell,CANMAKE",真洋牌,多品牌
1878,"厚健堂,Amino mason",待确认,中英混合
1879,"PAUL&JOE,PRICELINE",真洋牌,多品牌
1880,"ETUDE HOUSE,SOJO",真洋牌,多品牌
1881,欧德萨（ORADEA）,待确认,中英混合
1882,ESSSE CAFFE,待确认,无法快速判断
1883,"Source Naturals,LONGTAKE",真洋牌,多品牌
1884,"ANTIO,颐莲（RELLET）",待确认,中英混合
1885,"德国世家（Dr.Hauschka）,Malin+Goetz",待确认,中英混合
1886,"FANOLA,ZHENMI",真洋牌,多品牌
1887,"厚健堂,悦舒荟",待确认,中英混合
1888,"资生堂（SHISEIDO PROFESSIONAL）,颐莲（RELLET）",待确认,中英混合
1889,"Dariya,维蕾德（WELEDA）",待确认,中英混合
1890,"Gerllo,FILSWA",真洋牌,多品牌
1891,TASTE OF THE WILD,待确认,无法快速判断
1892,CIAO,真洋牌,短名
1893,"卡洛塔妮（karihome）,子母（DUTCH LADY）",待确认,中英混合
1894,PharmaHermetic,待确认,无法快速判断
1895,M&J 博譽發展集團有限公司,待确认,中英混合
1896,日本盛,待确认,中英混合
1897,NATUREBELL,待确认,无法快速判断
1898,"丝碧柔,三妆",待确认,中英混合
1899,"所望（SOMANG）,VT",待确认,中英混合
1900,"娅刻努(YAKENU),HARIO",待确认,中英混合
1901,"贵艾朗,爱敬（AEKYUNG）",待确认,中英混合
1902,"ANTIO,益教授",待确认,中英混合
1903,"巴哈,柳泽",待确认,中英混合
1904,"ILSO,雅芳（AVON）",待确认,中英混合
1905,"Cancer Council,Losoki",真洋牌,多品牌
1906,"Kimiwa,Domol",真洋牌,多品牌
1907,"伊贝诗,高姿（COGI）",待确认,中英混合
1908,"NINJA,铂富（Breville）",待确认,中英混合
1909,CHEMI-PHARM,待确认,无法快速判断
1910,"SUSTYLE,Montana West",真洋牌,多品牌
1911,"每日（Maeil）,嘉娜宝（KANEBO）",待确认,中英混合
1912,DIRU,真洋牌,短名
1913,"Malin+Goetz,shiro",真洋牌,多品牌
1914,"味霸,山本汉方制药株式会社",待确认,中英混合
1915,"玛尔斯（MARVIS）,艾梵达（AVEDA）",待确认,中英混合
1916,YNO,真洋牌,短名
1917,"Zo Skin Health,茱莉蔻",待确认,中英混合
1918,"MITHAOL,Eternelle",真洋牌,多品牌
1919,"所望（SOMANG）,Dariya",待确认,中英混合
1920,鸿星尔克绝尘,待确认,中英混合
1921,"春雨（Papa recipe）,CANMAKE",待确认,中英混合
1922,Vacilon,待确认,无法快速判断
1923,"貝印,PRICELINE",待确认,中英混合
1924,"富士帝（FUJIOH）,夏普",待确认,中英混合
1925,"厚健堂,MT",待确认,中英混合
1926,"晶杰,贝臣（Bübchen）",待确认,中英混合
1927,"臻护新苼,牛栏（Cow&Gate）",待确认,中英混合
1928,"珂莱欧（CLIO）,珂莱欧（clio）",待确认,中英混合
1929,"BIUI,PATANLP",真洋牌,多品牌
1930,宜可诚（Ecostore）,待确认,中英混合
1931,"Dariya,娥佩兰（OPERA）",待确认,中英混合
1932,"资生堂专业美发（SHISEIDO PROFESSIONAL）,未来（VAPE）",待确认,中英混合
1933,Rewi,真洋牌,短名
1934,"妙力,九州",待确认,中英混合
1935,"ACCA KAPPA,老瑤薑",待确认,中英混合
1936,"复轻园,小浣熊",待确认,中英混合
1937,"SAVANNA ORCHARDS,IDESIGN",真洋牌,多品牌
1938,惠普,待确认,中英混合
1939,"UZU,ANNABELLA",真洋牌,多品牌
1940,"海普诺凯1897（Hyprocal1897）,子母（DUTCH LADY）",待确认,中英混合
1941,"芙芙,颐莲（RELLET）",待确认,中英混合
1942,"LORETTA,Cancer Council",真洋牌,多品牌
1943,"Ianys,鄭明明（CMM）",待确认,中英混合
1944,百思特（baisite）,待确认,中英混合
1945,"高丝（Kose）,碧玉泽",待确认,中英混合
1946,"LORETTA,BIBZIZ",真洋牌,多品牌
1947,"Dariya,熊野油脂（HorseOil）",待确认,中英混合
1948,"欧仕派（OLD SPICE）,PRICELINE",待确认,中英混合
1949,"GIRLS CRUSH,INTO YOU",真洋牌,多品牌
1950,"帕高（Paco Rabanne）,OUR LEGACY",待确认,中英混合
1951,"馥华诗（COURVOISIER）,黑塔（Black Tower）",待确认,中英混合
1952,"BLANCO,SUSTYLE",真洋牌,已知品牌
1953,"BSAI,娥佩兰（OPERA）",待确认,中英混合
1954,"HYGIENE,NAMMAN MUAY",真洋牌,多品牌
1955,"美源（bigen）,近江兄弟",待确认,中英混合
1956,ALZIPMAT,待确认,无法快速判断
1957,"D二次方（DSquared2）,罗伯特·卡沃利（ROBERTO CAVALLI）",待确认,中英混合
1958,"Gik,catrice",真洋牌,多品牌
1959,KaLOHaS+,待确认,无法快速判断
1960,"德研丝（SYSTEM PROFESSIONAL）,小红脸",待确认,中英混合
1961,"SHEVEU,美国箭牌（Mane 'n Tail）",待确认,中英混合
1962,"Horizon Organic,福爵（FUJUE）",待确认,中英混合
1963,"唯意一号,格兰轩（GRANSHAN）",待确认,中英混合
1964,Canesten,待确认,无法快速判断
1965,"Two cows,Krauterhof",真洋牌,多品牌
1966,"宜可诚（Ecostore）,今治タオル（ imabari towel）",待确认,中英混合
1967,SUQQU,真洋牌,短名
1968,"SAGE,博朗菲（Borownfie）",待确认,中英混合
1969,"路易老爷（Louis Royer）,十四代",待确认,中英混合
1970,"ZHENMI,Cancer Council",真洋牌,多品牌
1971,"Rosa Prima,京都念慈菴",待确认,中英混合
1972,传皙诺（TRANSINO）,待确认,中英混合
1973,"麦卡伦（MACALLAN）,卡慕（CAMUS）",待确认,中英混合
1974,法帝旗（FADIQI）,待确认,中英混合
1975,"康贝（Combi）,阿普丽佳（APRICA）",待确认,中英混合
1976,"雅莉格丝（Elegance）,LANLVX",待确认,中英混合
1977,"图里巴丁（Tullibardine）,格兰花格（Glenfarclas）",待确认,中英混合
1978,"安妮克莱因（ANNE KLEIN）,潘多拉（pandora）",待确认,中英混合
1979,"LORETTA,CANMAKE",真洋牌,多品牌
1980,"Masata,ISANA",真洋牌,多品牌
1981,"Apriori,MAQUILLAGE",真洋牌,多品牌
1982,"HISTOIRES de PARFUMS,PRICELINE",真洋牌,多品牌
1983,苏菲,待确认,中英混合
1984,"妙力,丹麦蓝罐（Kjeldsens）",待确认,中英混合
1985,"和光堂（Wakodo）,貝印",待确认,中英混合
1986,"蜜黛诗（Methode Swiss）,莎莎（Sasa）",待确认,中英混合
1987,"资生堂（SHISEIDO PROFESSIONAL）,THREE",待确认,中英混合
1988,"贝拉米（Bellamy's）,可瑞康（karicare）",待确认,中英混合
1989,资生堂专业美发（SHISEIDO PROFESSIONAL）,待确认,中英混合
1990,BIOTONA,待确认,无法快速判断
1991,响（Hibiki）,待确认,中英混合
1992,"HARIO,SKATER",真洋牌,多品牌
1993,"春雨（Papa recipe）,Losoki",待确认,中英混合
1994,"克斯阿苏尔,响（Hibiki）",待确认,中英混合
1995,"cantu,艾梵达（AVEDA）",待确认,中英混合
1996,"颐莲（RELLET）,凌博士",待确认,中英混合
1997,"卡洛塔妮（karihome）,喜宝（HiPP）",待确认,中英混合
1998,"凉介,摩飞电器（Morphyrichards）",待确认,中英混合
1999,"SAVANNA ORCHARDS,TheraBreath",真洋牌,多品牌
2000,"HABA,赫妍（HERA）",待确认,中英混合
2001,BYLYSE,真洋牌,已核验
2002,艾优睿,待确认,中英混合
2003,Aritzia,待确认,无法快速判断
2004,"专典,颐莲（RELLET）",待确认,中英混合
2005,"罗娜女神,兰芝（LANEIGE）",待确认,中英混合
2006,浮美,待确认,中英混合
2007,"维蕾德（WELEDA）,Caprilac",待确认,中英混合
2008,"海特安可金卡露,沃斯坦",待确认,中英混合
2009,"欧仕派（OLD SPICE）,SHEVEU",待确认,中英混合
2010,"AG,传奇今生（LEGEND AGE）",待确认,中英混合
2011,"天,罗娜女神",待确认,中英混合
2012,"卡洛塔妮（karihome）,瑞一宝",待确认,中英混合
2013,VICKI BROWN,待确认,无法快速判断
2014,"MOONY,克奈圃（Kneipp）",待确认,中英混合
2015,"安娜柏林（Annemarie Borlind）,高丝（Kose）",待确认,中英混合
2016,"SUNSILK,欧倍青（Alpecin）",待确认,中英混合
2017,"SUN ZAPPER,Creer Beaute",真洋牌,多品牌
2018,高姿（COGI）,待确认,中英混合
2019,"伊藤（Ito）,米勒·海莉诗（Miller Harris）",待确认,中英混合
2020,"艾美（Emmi）,欧迪圣（OWNDAYS）",待确认,中英混合
2021,"虎牌,东芝",待确认,中英混合
2022,"子母（DUTCH LADY）,摩可纳（Moccona）",待确认,中英混合
2023,"TESORI D'ORIENTE 东方宝石,伊思（It’s skin）",待确认,中英混合
2024,"石崎成器,西哲（sezze）",待确认,中英混合
2025,闻献 DOCUMENTS,待确认,中英混合
2026,"AROUGE,蜜丝婷（misiting）",待确认,中英混合
2027,日立（HITACHI）,待确认,中英混合
2028,"PRICELINE,OGX",真洋牌,多品牌
2029,"艾杜莎（Ettusais）,AMPLEUR",待确认,中英混合
2030,"Ben Nye,嘉娜宝（KANEBO）",待确认,中英混合
2031,"WOPUKA,THREE",真洋牌,多品牌
2032,"NATIO,ETVOS",真洋牌,多品牌
2033,"德国世家（Dr.Hauschka）,RMK",待确认,中英混合
2034,"生鲜本能（instinct）,Quest",待确认,中英混合
2035,"essence,蔻吉",待确认,中英混合
2036,"沙龙贝尔,凯歌",待确认,中英混合
2037,ANASTASIA BEVERLY HILLS,待确认,无法快速判断
2038,"芭宝（BABOR）,芯丝翠（Neostrata）",待确认,中英混合
2039,"DOMX,MOIA",真洋牌,多品牌
2040,"yohji yamamoto,MIKIMOTO",真洋牌,多品牌
2041,诺士博（NOVEXPERT）,待确认,中英混合
2042,"SAMURAI JEANS,Paraboot",真洋牌,多品牌
2043,森宝（Semper）,待确认,中英混合
2044,"BOH,水果之乡",待确认,中英混合
2045,"丹麦蓝罐（Kjeldsens）,SUNRAYSIA NATURAL. NUTRITIOUS. DELICIOUS.",待确认,中英混合
2046,"DOFANKIN,AROMAT HERBS",真洋牌,多品牌
2047,"宫本川,爱伽丝",待确认,中英混合
2048,"RSY,轻奢",待确认,中英混合
2049,"康如（KLORANE）,欧缇丽（Caudalie）",待确认,中英混合
2050,"雅莉格丝（Elegance）,丽珠兰（REJURAN）",待确认,中英混合
2051,"悦舒荟,0001",待确认,中英混合
2052,"艾珂薇（ACWELL）,SPICARE",待确认,中英混合
2053,"too faced,缔芙曼（DIFUMAN）",待确认,中英混合
2054,Medallion,待确认,无法快速判断
2055,摩飞电器（Morphyrichards）,待确认,中英混合
2056,"Deonatulle,吾诺（UNO）",待确认,中英混合
2057,"和光堂（Wakodo）,香蒲丽",待确认,中英混合
2058,"珀莱雅双抗,安晒美",待确认,中英混合
2059,"PLUS EAU,艾杜莎（Ettusais）",待确认,中英混合
2060,"康蜜儿（Kamill）,克奈圃（Kneipp）",待确认,中英混合
2061,汀思图（DEANSTON）,待确认,中英混合
2062,FAZAU,真洋牌,短名
2063,Otamatone,待确认,无法快速判断
2064,"和光堂（Wakodo）,森田藥粧（DR.JOU）",待确认,中英混合
2065,"小蓝瓶（TAKAMI）,PLIFT",待确认,中英混合
2066,"小蓝瓶（TAKAMI）,Dermaroller",待确认,中英混合
2067,"AG,润妮秀",待确认,中英混合
2068,"ETVOS,Algenist",真洋牌,已知品牌
2069,"SKATER,needsuvcut",真洋牌,多品牌
2070,"澳柯玛（AUCMA）,美诺（MIELE）",待确认,中英混合
2071,雅琪朵（argital）,待确认,中英混合
2072,"muselove,谷格",待确认,中英混合
2073,维丽海斯,待确认,中英混合
2074,"维蕾德（WELEDA）,欧仕派（OLD SPICE）",待确认,中英混合
2075,巴哈,待确认,中英混合
2076,"澳芝曼（G＆M）,珂莱欧（CLIO）",待确认,中英混合
2077,"UZU,苏菲娜（Sofina）",待确认,中英混合
2078,"YS,D",真洋牌,多品牌
2079,"网件（NETGEAR）,IQAir",待确认,中英混合
2080,"皮尔卡丹（PIERRE CARDIN）,BY S.T.DUPONT;D",待确认,中英混合
2081,"克宁（KLIM）,Simply Organic",待确认,中英混合
2082,"RMK,SUQQU",真洋牌,多品牌
2083,"酷彩（Le Creuset）,亨克斯（HENCKELS）",待确认,中英混合
2084,摩洛哥油（Moroccanoil）,待确认,中英混合
2085,儷心國際貿易有限公司標章,待确认,中英混合
2086,谷雨（GOODWAY）,待确认,中英混合
2087,"MOCLANB 默克兰博,GDANNY",待确认,中英混合
2088,"皮尔卡丹（pierre cardin）,梦特娇（MONTAGUT）",待确认,中英混合
2089,老虎牌,待确认,中英混合
2090,"怡万家（iwaki）,NINJA",待确认,中英混合
2091,D,真洋牌,短名
2092,"HARPIC,SUNLIGHT",真洋牌,多品牌
2093,迷珂宝（MILK BAOBAB）,待确认,中英混合
2094,"GENEX FORMULAS,FitLine",真洋牌,多品牌
2095,"FOUR NINES,LINDBERG",真洋牌,多品牌
2096,"CAPITA,FLUX",真洋牌,多品牌
2097,"雅莉格丝（Elegance）,ACQUA COLONIA NO.4711.",待确认,中英混合
2098,英伟达 NVIDIA,待确认,中英混合
2099,VAPE,真洋牌,短名
2100,"Elta MD,NAPOLEON PERDIS",真洋牌,多品牌
2101,"ETVOS,RMK",真洋牌,多品牌
2102,"科士威,金门高粱",待确认,中英混合
2103,兰芝（LANEIGE）,待确认,中英混合
